0.61534834 -0.42253068 0.6654429
0.59754966 -0.65112677 0.46794051
0.49176505 -0.80552817 0.33059265
0.4789659 -0.82144365 0.30955128
0.52994131 -0.73609109 0.4211082
0.43343468 -0.68009703 0.59127186
0.42946497 -0.8787808 0.20809647
0.43363783 -0.80550369 0.4038837
0.39787944 -0.67559795 0.62069264
-0.27210193 -0.96152519 -0.03781341
0.17274328 -0.82192799 0.54276527
0.21775683 -0.82467639 0.52200652
0.044568075 -0.8922747 0.44928782
0.38454803 -0.58406746 0.71483425
0.36497491 -0.50777006 0.78036074
-0.15607689 -0.75779549 0.63355032
0.29922221 -0.71558768 0.63118962
-0.44058483 -0.31969273 0.8388573
-0.40801496 -0.71729311 0.56481359
0.44433307 -0.87533277 0.19068472
0.46382583 -0.71101281 0.52851338
0.067566806 -0.87133788 0.48600928
-0.024288604 -0.77813045 0.62763291
0.3550726 -0.80871624 0.46893655
0.16492631 -0.8538096 0.49376967
0.42619273 -0.77567651 0.46549511
0.37921751 -0.57627214 0.72395062
0.31188666 -0.83050626 0.46150413
0.54740613 -0.72105175 0.42477158
0.37265261 -0.88459529 0.28039474
0.41990039 -0.63086294 0.65245353
0.82346343 -0.37970608 0.42158187
0.61244009 -0.6835681 0.39705388
-0.0013560625 -0.99077142 0.13553657
0.64130587 -0.67892342 0.35747695
0.35434327 -0.92862672 -0.10996942
0.3415213 -0.93731902 0.06925509
0.37947555 -0.91625024 -0.12838927
0.7702361 -0.62387893 -0.13233079
0.46946421 -0.87204004 0.1383818
0.22577081 -0.94877422 0.22103172
0.2240289 -0.81587778 0.53306145
0.31750882 -0.87283838 0.37059589
0.056557735 -0.90457016 0.42255655
0.53966542 -0.80049365 0.26071278
0.69355514 -0.71243564 0.10684911
0.42405797 -0.63257532 0.64809205
0.36213633 -0.92603352 0.10639172
0.29203868 -0.94344176 0.15694287
0.24992644 -0.96815239 -0.014755782
0.39522773 -0.91006474 0.12480872
0.63351997 -0.74717371 0.20095743
-0.38060328 -0.91443189 0.13767882
-0.074452829 -0.9859598 0.14946586
0.062163144 -0.97909271 0.19368326
0.24389523 -0.90853711 -0.33922772
0.80280555 -0.59623631 0.0023473073
0.9779265 -0.1254412 0.16710553
0.95390293 -0.30011053 -0.0016915861
0.92379817 -0.31551891 0.21689803
0.84891514 -0.52498589 0.061097406
0.80559433 -0.50848212 0.30407847
0.41059161 -0.85804449 0.30850313
0.26973049 -0.9222698 0.27688244
0.37133167 -0.91025461 0.18316479
0.64147644 -0.75407726 0.14098035
0.95755177 -0.24904223 -0.14516398
0.89498671 -0.27427825 0.35180993
0.6281359 -0.39697276 -0.66922188
0.71896616 -0.33647234 -0.6081727
0.84143124 -0.40960189 0.35244822
-0.19365648 -0.76263097 0.61716382
-0.61549501 -0.64688331 0.45023091
0.19331774 -0.60532976 0.77214256
0.1553217 -0.88498085 0.43895792
0.2577288 -0.80728223 0.5309155
0.42678456 -0.87153781 0.24140586
0.43225003 -0.88092782 0.19268131
0.44268094 -0.6989556 0.56168911
0.77195077 -0.50637531 0.38428642
0.48293317 -0.57922722 0.65671256
0.12604149 -0.89146677 0.43520172
0.23540233 -0.84129418 0.48663111
-0.13153715 -0.91323876 0.38560724
-0.48029723 -0.85772948 0.18334313
-0.44312961 -0.84868429 -0.28874058
-0.35320828 -0.8830215 -0.30905816
-0.22937458 -0.78905869 -0.56988918
-0.36783576 -0.53119348 -0.76323675
-0.44917897 -0.0042545222 -0.89343167
-0.25830723 0.69432089 -0.67171116
-0.43819276 0.31046023 -0.84356479
-0.19139026 0.46784338 -0.8628397
0.227531 0.37347032 -0.89930504
-0.065239438 0.66222715 -0.74645765
-0.42728317 0.041774913 -0.90315223
-0.6300987 -0.38842723 -0.67238376
-0.4661413 -0.55718234 -0.68721185
-0.40518105 -0.61026328 -0.68074007
-0.18050864 -0.43265419 -0.88330458
-0.31418559 -0.22571331 -0.92213932
-0.042477333 0.15745093 -0.98661283
-0.37043877 0.42770711 -0.82452516
-0.26907971 0.52859302 -0.8050997
-0.26408038 0.785924 -0.55909303
-0.3795728 0.58016612 -0.72064676
