0 0.007337689924 5.466563375E-05
0.2 0.00639375 0.0016640625
0.4 0.005996148459 0.0005549094638
0.6 0.005638886109 0.0004691253002
0.8 0.005334526432 0.0003285192231
1 0.005080003005 0.0003599509215
1.2 0.004819013026 0.0002270165331
1.4 0.004579741379 7.048165597E-05
1.6 0.004365347974 6.267549138E-05
1.8 0.004169592697 0.0001254012841
2 0.00397995283 7.056653954E-05
2.2 0.003805848394 8.628263052E-05
2.4 0.003644159301 0.0001412464845
2.6 0.003510600884 0.0001413032556
2.8 0.003386359067 6.282669883E-05
3 0.003268302494 2.356948914E-05
3.2 0.00313443159 0.0001336141851
3.4 0.003000452899 0.0001415307971
3.6 0.002907269432 0.0001022578534
3.8 0.002804567889 7.869157937E-05
4 0.002695485691 2.091307718E-21
4.2 0.002586315524 1.575100806E-05
4.4 0.002505420532 4.727208552E-05
4.6 0.002408696529 -1.576372074E-05
4.8 0.002327664514 -3.942521195E-05
5 0.002237101171 -5.521758885E-05
5.2 0.002152777778 -2.367424242E-05
5.4 0.002068386217 2.368381164E-05
5.6 0.001996562879 6.318236959E-05
5.8 0.001912039846 4.74059466E-05
6 0.001821125051 -4.742513153E-05
6.2 0.001739625506 -0.0001502403846
6.4 0.001670716889 -0.0001028376873
6.6 0.001608083468 7.913796596E-06
6.8 0.00154539927 3.166801784E-05
7 0.001498504663 7.920214923E-06
7.2 0.001451572008 -7.923427992E-06
7.4 0.001391918628 6.341314935E-05
7.6 0.001341732643 6.343889566E-05
7.8 0.001288332656 4.759849716E-05
8 0.001228540228 1.587261276E-05
8.2 0.001181402439 -7.93953252E-05
8.4 0.001150111834 -3.177104514E-05
8.6 0.001102903784 -1.589198535E-05
8.8 0.001062016687 -0.0001271876272
9 0.001037001221 -2.385739007E-05
9.2 0.0009928716904 2.386710794E-05
9.4 0.0009646240831 -6.367155664E-05
9.6 0.0009267988178 1.592437831E-05
9.8 0.0008825703507 -8.761980016E-05
10 0.0008638055896 -0.0001434363525
10.2 0.0008195153061 -0.0001275510204
10.4 0.0007975193957 -0.0001355782973
10.6 0.0007595486111 -5.584916258E-05
10.8 0.0007247394769 -2.39451369E-05
11 0.0006994838512 -3.992487735E-05
11.2 0.000683793456 -3.994120654E-05
11.4 0.000664893617 -5.594056874E-05
